Temperature,Actual Sales,Predicted Sales,Residual
14.8,250,279.60232404120205,-29.602324041202053
14.8,278,279.60232404120205,-1.6023240412020527
14.8,293,279.60232404120205,13.397675958797947
15.0,266,286.0925058517302,-20.09250585173021
15.0,299,286.0925058517302,12.907494148269791
15.0,335,286.0925058517302,48.90749414826979
15.0,253,286.0925058517302,-33.09250585173021
15.0,235,286.0925058517302,-51.09250585173021
15.1,285,289.3375967569943,-4.337596756994287
15.2,315,292.5826876622584,22.417312337741578
15.2,267,292.5826876622584,-25.582687662258422
15.3,302,295.82777856752256,6.172221432477443
15.3,317,295.82777856752256,21.172221432477443
15.3,273,295.82777856752256,-22.827778567522557
15.4,340,299.07286947278664,40.927130527213365
15.4,302,299.07286947278664,2.9271305272133645
15.4,267,299.07286947278664,-32.072869472786635
15.4,248,299.07286947278664,-51.072869472786635
15.5,260,302.31796037805077,-42.31796037805077
15.5,316,302.31796037805077,13.68203962194923
15.6,265,305.56305128331485,-40.56305128331485
15.6,312,305.56305128331485,6.436948716685151
15.7,275,308.8081421885789,-33.80814218857893
15.8,288,312.0532330938431,-24.05323309384312
15.8,350,312.0532330938431,37.94676690615688
15.8,322,312.0532330938431,9.946766906156881
15.8,310,312.0532330938431,-2.0532330938431187
15.8,311,312.0532330938431,-1.0532330938431187
15.9,308,315.2983239991072,-7.298323999107197
15.9,295,315.2983239991072,-20.298323999107197
16.0,297,318.5434149043713,-21.543414904371275
16.0,366,318.5434149043713,47.456585095628725
16.0,340,318.5434149043713,21.456585095628725
16.0,343,318.5434149043713,24.456585095628725
16.1,342,321.78850580963547,20.211494190364533
16.1,305,321.78850580963547,-16.788505809635467
16.1,308,321.78850580963547,-13.788505809635467
16.2,321,325.03359671489943,-4.033596714899431
16.2,306,325.03359671489943,-19.03359671489943
16.3,323,328.2786876201636,-5.278687620163623
16.4,333,331.5237785254277,1.4762214745722986
16.4,346,331.5237785254277,14.476221474572299
16.4,370,331.5237785254277,38.4762214745723
16.4,314,331.5237785254277,-17.5237785254277
16.5,350,334.7688694306918,15.23113056930822
16.5,323,334.7688694306918,-11.76886943069178
16.5,325,334.7688694306918,-9.76886943069178
16.5,369,334.7688694306918,34.23113056930822
16.5,366,334.7688694306918,31.23113056930822
16.6,362,338.01396033595597,23.98603966404403
16.6,319,338.01396033595597,-19.01396033595597
16.6,334,338.01396033595597,-4.0139603359559715
16.7,342,341.25905124122005,0.7409487587799504
16.7,311,341.25905124122005,-30.25905124122005
16.8,336,344.5041421464841,-8.504142146484128
16.8,368,344.5041421464841,23.495857853515872
16.9,328,347.7492330517482,-19.749233051748206
16.9,342,347.7492330517482,-5.749233051748206
17.1,353,354.2394148622765,-1.239414862276476
17.1,373,354.2394148622765,18.760585137723524
17.2,307,357.48450576754055,-50.484505767540554
17.2,309,357.48450576754055,-48.484505767540554
17.2,344,357.48450576754055,-13.484505767540554
17.2,352,357.48450576754055,-5.484505767540554
17.3,335,360.72959667280463,-25.729596672804632
17.4,364,363.9746875780687,0.025312421931289464
17.4,335,363.9746875780687,-28.97468757806871
17.4,377,363.9746875780687,13.02531242193129
17.4,355,363.9746875780687,-8.97468757806871
17.5,392,367.2197784833329,24.780221516667098
17.5,401,367.2197784833329,33.7802215166671
17.6,401,370.464869388597,30.53513061140302
17.7,358,373.70996029386106,-15.709960293861059
17.7,323,373.70996029386106,-50.70996029386106
17.8,380,376.95505119912525,3.0449488008747494
17.9,370,380.2001421043892,-10.200142104389215
17.9,357,380.2001421043892,-23.200142104389215
18.1,388,386.6903239149176,1.3096760850824012
18.1,419,386.6903239149176,32.3096760850824
18.2,389,389.93541482018156,-0.9354148201815633
18.2,365,389.93541482018156,-24.935414820181563
18.3,392,393.18050572544576,-1.1805057254457552
18.3,401,393.18050572544576,7.819494274554245
18.4,406,396.4255966307097,9.57440336929028
18.4,414,396.4255966307097,17.57440336929028
18.4,413,396.4255966307097,16.57440336929028
18.4,390,396.4255966307097,-6.42559663070972
18.4,411,396.4255966307097,14.57440336929028
18.5,381,399.6706875359739,-18.67068753597391
18.5,381,399.6706875359739,-18.67068753597391
18.6,419,402.9157784412381,16.084221558761897
18.6,369,402.9157784412381,-33.9157784412381
18.6,418,402.9157784412381,15.084221558761897
18.6,368,402.9157784412381,-34.9157784412381
18.6,413,402.9157784412381,10.084221558761897
18.6,385,402.9157784412381,-17.915778441238103
18.6,366,402.9157784412381,-36.9157784412381
18.8,420,409.40596025176626,10.59403974823374
18.8,391,409.40596025176626,-18.40596025176626
18.8,442,409.40596025176626,32.59403974823374
18.9,452,412.65105115703034,39.34894884296966
18.9,411,412.65105115703034,-1.651051157030338
18.9,386,412.65105115703034,-26.651051157030338
18.9,404,412.65105115703034,-8.651051157030338
19.0,412,415.8961420622944,-3.896142062294416
19.0,463,415.8961420622944,47.103857937705584
19.1,394,419.1412329675586,-25.141232967558608
19.1,438,419.1412329675586,18.858767032441392
19.2,404,422.3863238728227,-18.386323872822686
19.2,433,422.3863238728227,10.613676127177314
19.2,409,422.3863238728227,-13.386323872822686
19.2,400,422.3863238728227,-22.386323872822686
19.3,436,425.63141477808676,10.368585221913236
19.3,404,425.63141477808676,-21.631414778086764
19.4,449,428.87650568335084,20.123494316649158
19.4,439,428.87650568335084,10.123494316649158
19.5,457,432.12159658861503,24.878403411384966
19.5,434,432.12159658861503,1.8784034113849657
19.6,447,435.3666874938791,11.633312506120888
19.6,399,435.3666874938791,-36.36668749387911
19.6,409,435.3666874938791,-26.366687493879112
19.6,428,435.3666874938791,-7.3666874938791125
19.7,454,438.6117783991432,15.38822160085681
19.7,449,438.6117783991432,10.38822160085681
19.8,393,441.85686930440727,-48.85686930440727
19.8,453,441.85686930440727,11.143130695592731
19.8,450,441.85686930440727,8.143130695592731
19.9,446,445.10196020967135,0.898039790328653
19.9,408,445.10196020967135,-37.10196020967135
19.9,455,445.10196020967135,9.898039790328653
20.1,444,451.5921420201996,-7.592142020199617
20.1,460,451.5921420201996,8.407857979800383
20.2,470,454.8372329254637,15.162767074536305
20.2,471,454.8372329254637,16.162767074536305
20.2,433,454.8372329254637,-21.837232925463695
20.3,445,458.0823238307279,-13.082323830727887
20.3,472,458.0823238307279,13.917676169272113
20.3,439,458.0823238307279,-19.082323830727887
20.3,467,458.0823238307279,8.917676169272113
20.4,464,461.32741473599185,2.6725852640081484
20.4,442,461.32741473599185,-19.32741473599185
20.5,441,464.57250564125604,-23.572505641256043
20.5,451,464.57250564125604,-13.572505641256043
20.5,451,464.57250564125604,-13.572505641256043
20.6,460,467.81759654652024,-7.817596546520235
20.7,511,471.0626874517842,39.9373125482158
20.7,466,471.0626874517842,-5.0626874517842
20.7,476,471.0626874517842,4.9373125482158
20.8,512,474.3077783570484,37.69222164295161
20.8,474,474.3077783570484,-0.3077783570483916
20.9,462,477.55286926231247,-15.55286926231247
20.9,488,477.55286926231247,10.44713073768753
20.9,403,477.55286926231247,-74.55286926231247
20.9,476,477.55286926231247,-1.5528692623124698
21.0,464,480.79796016757655,-16.797960167576548
21.0,490,480.79796016757655,9.202039832423452
21.0,479,480.79796016757655,-1.797960167576548
21.1,474,484.04305107284074,-10.04305107284074
21.1,474,484.04305107284074,-10.04305107284074
21.2,498,487.2881419781047,10.711858021895296
21.3,466,490.5332328833689,-24.533232883368896
21.3,474,490.5332328833689,-16.533232883368896
21.4,484,493.778323788633,-9.778323788632974
21.5,534,497.02341469389705,36.97658530610295
21.5,471,497.02341469389705,-26.023414693897053
21.5,512,497.02341469389705,14.976585306102947
21.5,484,497.02341469389705,-13.023414693897053
21.6,510,500.26850559916124,9.731494400838756
21.6,465,500.26850559916124,-35.268505599161244
21.6,542,500.26850559916124,41.731494400838756
21.6,556,500.26850559916124,55.731494400838756
21.6,547,500.26850559916124,46.731494400838756
21.7,509,503.5135965044253,5.486403495574677
21.7,501,503.5135965044253,-2.5135965044253226
21.7,485,503.5135965044253,-18.513596504425323
21.8,509,506.7586874096894,2.2413125903105993
21.8,499,506.7586874096894,-7.758687409689401
21.9,511,510.0037783149535,0.9962216850465211
21.9,544,510.0037783149535,33.99622168504652
22.1,529,516.4939601254817,12.506039874518251
22.2,566,519.7390510307458,46.26094896925417
22.2,500,519.7390510307458,-19.739051030745827
22.2,505,519.7390510307458,-14.739051030745827
22.2,493,519.7390510307458,-26.739051030745827
22.3,507,522.98414193601,-15.984141936010019
22.3,503,522.98414193601,-19.98414193601002
22.3,535,522.98414193601,12.015858063989981
22.3,492,522.98414193601,-30.98414193601002
22.3,514,522.98414193601,-8.984141936010019
22.4,524,526.229232841274,-2.2292328412739835
22.4,512,526.229232841274,-14.229232841273983
22.5,534,529.4743237465382,4.525676253461825
22.5,558,529.4743237465382,28.525676253461825
22.5,480,529.4743237465382,-49.474323746538175
22.6,515,532.7194146518023,-17.719414651802254
22.6,500,532.7194146518023,-32.71941465180225
22.6,563,532.7194146518023,30.280585348197746
22.7,590,535.9645055570663,54.03549444293367
22.7,535,535.9645055570663,-0.9645055570663317
22.7,535,535.9645055570663,-0.9645055570663317
22.8,536,539.2095964623305,-3.2095964623305235
22.9,593,542.4546873675945,50.54531263240551
23.0,569,545.6997782728587,23.30022172714132
23.0,498,545.6997782728587,-47.69977827285868
23.0,511,545.6997782728587,-34.69977827285868
23.0,508,545.6997782728587,-37.69977827285868
23.0,513,545.6997782728587,-32.69977827285868
23.1,534,548.9448691781229,-14.944869178122872
23.1,481,548.9448691781229,-67.94486917812287
23.1,562,548.9448691781229,13.055130821877128
23.2,570,552.1899600833868,17.810039916613164
23.2,565,552.1899600833868,12.810039916613164
23.2,568,552.1899600833868,15.810039916613164
23.2,557,552.1899600833868,4.810039916613164
23.3,527,555.435050988651,-28.435050988651028
23.3,551,555.435050988651,-4.435050988651028
23.3,546,555.435050988651,-9.435050988651028
23.5,541,561.9252327991792,-20.925232799179184
23.5,578,561.9252327991792,16.074767200820816
23.5,624,561.9252327991792,62.074767200820816
23.5,555,561.9252327991792,-6.925232799179184
23.5,558,561.9252327991792,-3.9252327991791844
23.6,546,565.1703237044434,-19.170323704443376
23.6,519,565.1703237044434,-46.170323704443376
23.6,574,565.1703237044434,8.829676295556624
23.8,600,571.6605055149715,28.339494485028467
23.8,561,571.6605055149715,-10.660505514971533
24.0,598,578.1506873254997,19.84931267450031
24.0,566,578.1506873254997,-12.150687325499689
24.0,592,578.1506873254997,13.849312674500311
24.1,596,581.3957782307639,14.60422176923612
24.1,610,581.3957782307639,28.60422176923612
24.2,591,584.640869136028,6.359130863972041
24.2,574,584.640869136028,-10.640869136027959
24.2,585,584.640869136028,0.35913086397204097
24.2,585,584.640869136028,0.35913086397204097
24.2,541,584.640869136028,-43.64086913602796
24.4,583,591.1310509465561,-8.131050946556115
24.4,577,591.1310509465561,-14.131050946556115
24.6,539,597.6212327570844,-58.621232757084385
24.6,581,597.6212327570844,-16.621232757084385
24.7,570,600.8663236623485,-30.866323662348464
24.8,567,604.1114145676127,-37.111414567612655
24.8,570,604.1114145676127,-34.111414567612655
24.8,620,604.1114145676127,15.888585432387345
25.1,609,613.846687283405,-4.846687283405004
25.2,645,617.091778188669,27.908221811331032
25.2,642,617.091778188669,24.908221811331032
25.2,596,617.091778188669,-21.091778188668968
25.2,595,617.091778188669,-22.091778188668968
25.2,665,617.091778188669,47.90822181133103
25.3,612,620.3368690939332,-8.33686909393316
25.3,668,620.3368690939332,47.66313090606684
25.4,609,623.5819599991972,-14.581959999197238
25.5,608,626.8270509044613,-18.827050904461316
25.5,587,626.8270509044613,-39.827050904461316
25.6,609,630.0721418097255,-21.072141809725508
25.7,643,633.3172327149895,9.682767285010527
25.7,619,633.3172327149895,-14.317232714989473
25.8,616,636.5623236202537,-20.562323620253665
25.8,657,636.5623236202537,20.437676379746335
25.8,631,636.5623236202537,-5.562323620253665
25.8,620,636.5623236202537,-16.562323620253665
25.9,628,639.8074145255177,-11.807414525517743
25.9,605,639.8074145255177,-34.80741452551774
25.9,668,639.8074145255177,28.192585474482257
26.0,625,643.0525054307818,-18.05250543078182
26.0,621,643.0525054307818,-22.05250543078182
26.1,690,646.297596336046,43.70240366395399
26.1,625,646.297596336046,-21.297596336046013
26.3,647,652.7877781465742,-5.787778146574169
26.3,640,652.7877781465742,-12.78777814657417
26.4,625,656.0328690518382,-31.032869051838247
26.4,648,656.0328690518382,-8.032869051838247
26.5,630,659.2779599571024,-29.27795995710244
26.5,663,659.2779599571024,3.722040042897561
26.7,669,665.7681417676306,3.2318582323694045
26.7,713,665.7681417676306,47.231858232369405
26.7,662,665.7681417676306,-3.7681417676305955
26.8,638,669.0132326728948,-31.013232672894787
26.9,669,672.2583235781588,-3.258323578158752
26.9,628,672.2583235781588,-44.25832357815875
27.0,654,675.503414483423,-21.503414483422944
27.0,645,675.503414483423,-30.503414483422944
27.1,696,678.748505388687,17.251494611312978
27.1,679,678.748505388687,0.2514946113129781
27.2,662,681.9935962939511,-19.9935962939511
27.2,647,681.9935962939511,-34.9935962939511
27.2,679,681.9935962939511,-2.9935962939511
27.2,678,681.9935962939511,-3.9935962939511
27.2,710,681.9935962939511,28.0064037060489
27.2,696,681.9935962939511,14.0064037060489
27.2,676,681.9935962939511,-5.9935962939511
27.3,702,685.2386871992153,16.761312800784708
27.3,702,685.2386871992153,16.761312800784708
27.3,670,685.2386871992153,-15.238687199215292
27.4,660,688.4837781044793,-28.483778104479256
27.4,697,688.4837781044793,8.516221895520744
27.5,670,691.7288690097434,-21.72886900974345
27.6,651,694.9739599150076,-43.97395991500764
27.6,708,694.9739599150076,13.02604008499236
27.7,715,698.2190508202716,16.780949179728395
27.7,687,698.2190508202716,-11.219050820271605
27.7,712,698.2190508202716,13.780949179728395
27.8,708,701.4641417255358,6.5358582744642035
27.8,731,701.4641417255358,29.535858274464204
27.8,739,701.4641417255358,37.5358582744642
27.8,719,701.4641417255358,17.535858274464204
27.9,704,704.7092326307999,-0.7092326307998746
28.0,702,707.954323536064,-5.954323536063953
28.0,672,707.954323536064,-35.95432353606395
28.0,735,707.954323536064,27.045676463936047
28.0,725,707.954323536064,17.045676463936047
28.0,734,707.954323536064,26.045676463936047
28.0,714,707.954323536064,6.045676463936047
28.0,693,707.954323536064,-14.954323536063953
28.1,692,711.1994144413281,-19.199414441328145
28.1,720,711.1994144413281,8.800585558671855
28.1,732,711.1994144413281,20.800585558671855
28.3,690,717.6895962518563,-27.6895962518563
28.5,697,724.1797780623845,-27.179778062384457
28.5,689,724.1797780623845,-35.17977806238446
28.6,698,727.4248689676486,-29.42486896764865
28.6,748,727.4248689676486,20.57513103235135
28.7,717,730.6699598729127,-13.669959872912727
28.7,801,730.6699598729127,70.33004012708727
28.7,747,730.6699598729127,16.330040127087273
28.7,697,730.6699598729127,-33.66995987291273
28.8,765,733.9150507781768,31.084949221823194
28.8,756,733.9150507781768,22.084949221823194
28.8,724,733.9150507781768,-9.915050778176806
28.8,738,733.9150507781768,4.084949221823194
28.9,773,737.1601416834409,35.839858316559116
28.9,733,737.1601416834409,-4.160141683440884
28.9,696,737.1601416834409,-41.160141683440884
29.0,737,740.4052325887051,-3.4052325887050756
29.0,730,740.4052325887051,-10.405232588705076
29.0,737,740.4052325887051,-3.4052325887050756
29.0,748,740.4052325887051,7.594767411294924
29.1,762,743.6503234939692,18.349676506030846
29.1,736,743.6503234939692,-7.650323493969154
29.2,757,746.8954143992332,10.104585600766768
29.2,735,746.8954143992332,-11.895414399233232
29.3,753,750.1405053044974,2.859494695502576
29.3,759,750.1405053044974,8.859494695502576
29.3,774,750.1405053044974,23.859494695502576
29.6,735,759.8757780202898,-24.875778020289772
29.7,778,763.1208689255537,14.879131074446263
29.7,768,763.1208689255537,4.8791310744462635
29.7,730,763.1208689255537,-33.12086892555374
29.7,777,763.1208689255537,13.879131074446263
29.7,806,763.1208689255537,42.87913107444626
29.8,737,766.3659598308179,-29.36595983081793
29.9,718,769.6110507360819,-51.61105073608189
29.9,754,769.6110507360819,-15.611050736081893
30.0,759,772.8561416413461,-13.856141641346085
30.0,785,772.8561416413461,12.143858358653915
30.0,780,772.8561416413461,7.143858358653915
30.0,752,772.8561416413461,-20.856141641346085
30.0,810,772.8561416413461,37.143858358653915
30.1,794,776.1012325466103,17.898767453389723
30.1,784,776.1012325466103,7.898767453389723
30.2,769,779.3463234518742,-10.346323451874241
30.3,774,782.5914143571384,-8.591414357138433
30.3,791,782.5914143571384,8.408585642861567
30.3,784,782.5914143571384,1.408585642861567
30.4,828,785.8365052624025,42.16349473759749
30.4,805,785.8365052624025,19.16349473759749
30.4,785,785.8365052624025,-0.8365052624025111
30.4,761,785.8365052624025,-24.83650526240251
30.4,772,785.8365052624025,-13.836505262402511
30.4,848,785.8365052624025,62.16349473759749
30.5,725,789.0815961676666,-64.08159616766659
30.5,811,789.0815961676666,21.91840383233341
30.7,809,795.5717779781949,13.42822202180514
30.7,771,795.5717779781949,-24.57177797819486
30.8,806,798.8168688834589,7.1831311165410625
30.8,828,798.8168688834589,29.183131116541063
31.0,729,805.3070506939872,-76.30705069398721
31.0,842,805.3070506939872,36.69294930601279
31.0,822,805.3070506939872,16.692949306012792
31.1,778,808.5521415992513,-30.552141599251286
31.1,782,808.5521415992513,-26.552141599251286
31.1,796,808.5521415992513,-12.552141599251286
31.1,812,808.5521415992513,3.4478584007487143
31.2,847,811.7972325045154,35.202767495484636
31.3,866,815.0423234097794,50.95767659022056
31.3,840,815.0423234097794,24.957676590220558
31.4,796,818.2874143150435,-22.28741431504352
31.4,782,818.2874143150435,-36.28741431504352
31.4,820,818.2874143150435,1.7125856849564798
31.5,791,821.5325052203077,-30.532505220307712
31.5,809,821.5325052203077,-12.532505220307712
31.6,833,824.7775961255719,8.222403874428096
31.6,853,824.7775961255719,28.222403874428096
31.6,802,824.7775961255719,-22.777596125571904
31.6,837,824.7775961255719,12.222403874428096
31.6,836,824.7775961255719,11.222403874428096
31.7,839,828.022687030836,10.977312969164018
31.7,880,828.022687030836,51.97731296916402
31.7,833,828.022687030836,4.977312969164018
31.7,806,828.022687030836,-22.022687030835982
31.7,818,828.022687030836,-10.022687030835982
31.8,823,831.2677779361001,-8.26777793610006
31.8,861,831.2677779361001,29.73222206389994
31.9,879,834.5128688413641,44.48713115863586
31.9,808,834.5128688413641,-26.51286884136414
32.0,851,837.7579597466282,13.242040253371783
32.0,841,837.7579597466282,3.2420402533717834
32.1,847,841.0030506518923,5.996949348107705
32.1,803,841.0030506518923,-38.003050651892295
32.2,835,844.2481415571566,-9.2481415571566
32.2,833,844.2481415571566,-11.2481415571566
32.2,863,844.2481415571566,18.7518584428434
32.3,817,847.4932324624205,-30.49323246242045
32.3,842,847.4932324624205,-5.493232462420451
32.3,882,847.4932324624205,34.50676753757955
32.3,864,847.4932324624205,16.50676753757955
32.3,845,847.4932324624205,-2.493232462420451
32.4,853,850.7383233676845,2.2616766323154707
32.4,848,850.7383233676845,-2.7383233676845293
32.5,861,853.9834142729488,7.016585727051165
32.5,810,853.9834142729488,-43.983414272948835
32.5,816,853.9834142729488,-37.983414272948835
32.6,843,857.2285051782129,-14.228505178212913
32.6,865,857.2285051782129,7.771494821787087
32.6,838,857.2285051782129,-19.228505178212913
32.6,848,857.2285051782129,-9.228505178212913
32.7,889,860.473596083477,28.52640391652301
32.7,869,860.473596083477,8.526403916523009
32.7,871,860.473596083477,10.526403916523009
32.8,868,863.7186869887411,4.281313011258931
32.8,882,863.7186869887411,18.28131301125893
32.9,863,866.9637778940051,-3.9637778940051476
32.9,865,866.9637778940051,-1.9637778940051476
32.9,906,866.9637778940051,39.03622210599485
32.9,871,866.9637778940051,4.036222105994852
33.0,865,870.2088687992692,-5.208868799269226
33.1,851,873.4539597045335,-22.45395970453353
33.2,841,876.6990506097976,-35.69905060979761
33.2,853,876.6990506097976,-23.69905060979761
33.2,919,876.6990506097976,42.30094939020239
33.3,916,879.9441415150615,36.05585848493854
33.3,900,879.9441415150615,20.05585848493854
33.3,876,879.9441415150615,-3.9441415150614603
33.4,903,883.1892324203258,19.810767579674234
33.4,910,883.1892324203258,26.810767579674234
33.5,899,886.4343233255898,12.565676674410156
33.5,874,886.4343233255898,-12.434323325589844
33.6,875,889.6794142308539,-14.679414230853922
33.6,872,889.6794142308539,-17.679414230853922
33.6,887,889.6794142308539,-2.679414230853922
33.7,903,892.924505136118,10.075494863882
33.7,880,892.924505136118,-12.924505136118
33.7,901,892.924505136118,8.075494863882
33.8,909,896.1695960413821,12.830403958617921
33.9,898,899.4146869466462,-1.4146869466461567
33.9,888,899.4146869466462,-11.414686946646157
33.9,899,899.4146869466462,-0.4146869466461567
34.0,866,902.6597778519102,-36.659777851910235
34.1,895,905.9048687571745,-10.90486875717454
34.2,894,909.1499596624386,-15.149959662438619
34.3,921,912.3950505677025,8.60494943229753
34.3,880,912.3950505677025,-32.39505056770247
34.4,931,915.6401414729668,15.359858527033225
34.4,935,915.6401414729668,19.359858527033225
34.4,924,915.6401414729668,8.359858527033225
34.5,923,918.8852323782309,4.114767621769147
34.5,931,918.8852323782309,12.114767621769147
34.5,905,918.8852323782309,-13.885232378230853
34.5,920,918.8852323782309,1.114767621769147
34.6,930,922.1303232834949,7.869676716505069
34.6,912,922.1303232834949,-10.130323283494931
34.6,940,922.1303232834949,17.86967671650507
34.6,933,922.1303232834949,10.869676716505069
34.6,907,922.1303232834949,-15.130323283494931
34.7,943,925.3754141887592,17.624585811240763
34.7,917,925.3754141887592,-8.375414188759237
34.8,921,928.6205050940231,-7.620505094023088
34.8,960,928.6205050940231,31.379494905976912
34.9,913,931.8655959992872,-18.865595999287166
35.0,940,935.1106869045515,4.889313095448529
35.0,982,935.1106869045515,46.88931309544853
